# Observation date	Start [Å]	End [Å]	Center [Å]	Width	Amplitude	Skew	RMSE	R2	FWHM [Å]	EW [Å]
2016-08-13T03:32:39.662000	3999.560691084191	4001.120613497987	[4001.00061847]	[0.05647494]	[0.36429013]	[2.]	0.19487330850039683	0.1582989658378552	0.857837694001066	0.3449063528583061
2016-08-13T03:32:39.662000	4174.971966614994	4177.091861177332	[4176.01191435]	[0.75470668]	[0.25695747]	[-0.11942657]	0.07046197187580396	0.941161269777697	0.605088596650389	0.8102020741693898
2016-08-13T03:32:39.662000	4424.479556801095	4432.319166880684	[4428.69983147,4425.37242589,4426.33885227]	[0.55005338,0.00457861,0.20368784]	[3.67647029e-01,7.86845719e-05,8.16752868e-01]	[ 0.30046578, 1.08783621,-1.44094582]	0.09473165832228185	0.8913645690887952	1.9233060263399704	2.1163954805826157
2016-08-13T03:32:39.662000	4498.9958505678	4504.075597915289	[4501.41572922,4501.11574414,4500.17579288]	[0.68314124,0.06507417,0.22326542]	[0.45824833,0.1764173 ,0.21821335]	[-0.38768968,-1.59147055,-0.02588132]	0.058415371032357034	0.9614099264193277	1.0790923421642573	1.5969135726027148
2016-08-13T03:32:39.662000	4664.087639361184	4667.807454347929	[4666.36752695,4667.54746827,4666.04754089]	[0.13733997,0.1399127 ,0.7877214 ]	[0.28440272,0.0170102 ,0.34177848]	[-1.3170344 ,-0.09066494, 0.18353544]	0.052564410319416326	0.9729610557632485	0.8048268133778455	1.3847433995538128
2016-08-13T03:32:39.662000	4723.644677159695	4728.484436443522	[4727.76447126,4726.92451304]	[0.03688477,0.20250214]	[0.39198202,0.58317904]	[2.,2.]	0.05675908381048377	0.9641603513472656	1.3732817030605027	1.4889604338123235
2016-08-13T03:32:39.662000	4760.642836974082	4764.682636045706	[4761.02281907,4762.82272756]	[0.05420192,0.61038486]	[0.50367953,0.40498597]	[-2.        , 0.42526446]	0.06503427110238219	0.9488583795911967	1.1860746630114014	1.4546651483890125
2016-08-13T03:32:39.662000	4777.90197855236	4781.661791549714	[4779.76188505,4779.581894  ]	[0.61416318,0.10315756]	[0.29901209,0.44421865]	[ 0.56754211,-2.        ]	0.0558595929442953	0.9698917362234707	1.0460549720165138	1.3040468411988693
2016-08-13T03:32:39.662000	4878.276986178526	4881.116844931847	[4879.79690959,4880.77686284,4879.71691556]	[0.33387001,0.1013133 ,0.52226438]	[0.13516504,0.27385736,0.05288236]	[-1.02521107, 1.99999878, 0.35474798]	0.11833871845191395	0.8728356529133516	0.6448847904340642	0.7754460924534237
2016-08-13T03:32:39.662000	4962.972773645513	4964.292707995648	[4963.65274082,4963.47274778]	[0.84423581,0.0615736 ]	[0.13709278,0.08189944]	[0.16024892,2.        ]	0.0486893835731486	0.9774445002977489	0.3228288326162329	0.4949501865270392
2016-08-13T03:32:39.662000	4964.532696059309	4965.332656271512	[4965.12540627,4964.69322388,4964.85268114]	[0.07361696,0.57633925,0.39395792]	[0.09249361,0.01384008,0.04886056]	[1.99971885,0.33208613,0.49266123]	0.15735189022117094	0.6511158547392861	0.2178058059048456	0.22905022675610653
2016-08-13T03:32:39.662000	4983.93173120523	4985.011677491705	[4984.03172723,4984.49170435]	[0.10889029,0.72305521]	[0.02505146,0.09786209]	[ 1.73739264,-0.17177076]	0.10721331848849915	0.8634108809944885	0.23044760109724813	0.34713451312724797
2015-09-20T01:47:39.845000	5702.091861203741	5707.451195713964	[5702.50306971,5704.75152846]	[0.22489763,0.60394098]	[0.01078288,0.5713538 ]	[0.26573993,0.31857533]	0.11363866266130038	0.8255862203410244	1.3454353776668353	1.607352696594115
2015-09-20T01:47:39.845000	5745.426480172593	5748.906048100872	[5746.04640071]	[0.21228883]	[0.65149551]	[-1.53087133]	0.09605369181864543	0.8144812081361352	1.5341546780857576	1.162271075193389
2015-09-20T01:47:39.845000	5759.144776717417	5760.424617794485	[5759.28744993,5759.76469726]	[0.06684024,0.56692166]	[0.00086434,0.15524673]	[ 1.99934956,-0.71176942]	0.09816029237434853	0.8971011886220084	0.36557812278763085	0.45149944872797165
2015-09-20T01:47:39.845000	5761.5844737705775	5762.984299948621	[5762.26438686,5762.12440921,5762.64433968]	[0.16974534,0.16795519,0.36217284]	[0.14405612,0.12053216,0.04058676]	[ 2.        ,-2.        ,-0.35882578]	0.06081746463268981	0.963821584122303	0.33922624552001807	0.5577973819033734
2015-09-20T01:47:39.845000	5764.784076463247	5766.263892708608	[5765.50398459,5765.60151464]	[0.88330449,0.16529805]	[0.07499181,0.11143241]	[ 0.05958039,-1.48650157]	0.030981428466091258	0.990067713533289	0.26240328039220756	0.3830193699561713
