# Observation date	Center [Å]	Width	Amplitude	Skew	RMSE	FWHM [Å]	EW [Å]
2016-08-14T01:36:06.410000	[5175.96530226,5175.6709865 ,5175.88173464]	[6.29755912e-05,7.46875654e-03,3.74109967e-03]	[0.03138248,0.46557421,0.09069522]	[ 3.73746298,-0.90511189, 1.3206388 ]	0.0010323803479648517	1.0963434826141862	0.017873034287515275
2016-08-14T01:36:06.410000	[5489.6262803 ,5491.19796433,5490.61089216]	[0.00493179,0.01854408,0.00275142]	[3.48486810e-01,3.28930455e+00,1.28928204e-03]	[ 0.02538731,-0.0490531 , 0.72667503]	0.006010541689807109	7.745720286110207	0.22120869836234858
2016-08-14T01:36:06.410000	[5568.62250108,5568.7271481 ,5568.81063979]	[0.0036196 ,0.00163678,0.00415153]	[0.00145179,0.01941014,0.31187011]	[0.05254224,0.66498241,0.36679395]	0.0008870761932628666	0.7343979938041105	0.0046303387512696996
2016-08-14T01:36:06.410000	[5442.95561525,5442.20000106,5443.06329749]	[0.01118872,0.01228525,0.00704002]	[1.38758763,5.78972923,0.08910978]	[ 0.49817085,-1.66035484, 0.13109299]	0.002925700475195997	13.633770439351864	0.5857161498333072
2016-08-14T01:36:06.410000	[5251.8]	[0.1]	[0.1]	[2.]	0.0011263602876537863	0.23548200450309495	0.0
2016-08-14T01:36:06.410000	[5073.90559042,5073.5       ,5073.54877463]	[2.21714649e-03,1.56873606e-18,1.02111899e-02]	[0.27170936,0.18955625,0.25504624]	[-2.33361764,30.33206411,-0.19591806]	0.002923706274674419	0.639826637582982	0.020153155738908416
2016-08-14T01:36:06.410000	[5545.4       ,5545.57735587]	[0.00341273,0.01640619]	[0.31268893,4.8837748 ]	[2.89218469,0.58783436]	0.004771680757332177	11.500410791131761	0.3262732642634063
2016-08-14T01:36:06.410000	[5349.44280075,5349.67974121,5348.7       ]	[0.00258414,0.00152971,0.00981369]	[0.00934183,0.1331958 ,1.38884197]	[0.38126753,0.72899798,0.28350978]	0.002534550002000159	3.2704729063667397	0.05028442028743362
2016-08-14T01:36:06.410000	[5493.76226751,5494.10950209,5493.9155033 ]	[0.02946899,0.01904488,0.01015684]	[0.09335435,0.06942209,0.05715156]	[-0.53743999, 0.12772833,-0.52207347]	0.002401948037018614	0.2198326895785117	0.017786029294575397
2016-08-14T01:36:06.410000	[5303.56816   ,5304.00098986,5303.2000006 ]	[0.00014926,0.00252263,0.01646171]	[4.27720251e-01,2.10115602e-03,2.52162539e+00]	[-3.82613196,-0.67303515, 0.29981638]	0.0023323341897657827	5.937974023279096	0.1553499995603378
2016-08-14T01:36:06.410000	[5170.4]	[0.1]	[0.1]	[2.]	0.0025594387557829317	0.23548200450309495	0.0
2016-08-14T01:36:06.410000	[5262.14008918,5262.3548227 ,5262.03080388]	[0.00051439,0.00418727,0.01482694]	[1.00593215e-01,2.85038456e-03,5.34924052e+00]	[-2.32428645,-1.30392337, 0.36941661]	0.0030962873078959827	12.596498812437437	0.2922077655115023
2016-08-14T01:36:06.410000	[4682.97887747,4682.81384389,4682.73456403]	[0.01100535,0.01235842,0.00726727]	[0.0760966 ,0.0034496 ,0.04029721]	[ 0.25427972, 0.56491568,-0.10431344]	0.0008957624737060865	0.17919379269005462	0.004072186871534217
2016-08-14T01:36:06.410000	[4984.45303792,4984.66465777,4984.83611796]	[0.00984656,0.01938533,0.00887716]	[0.04759861,0.05638687,0.05026961]	[-0.4234801 , 0.15482183, 0.16085671]	0.001064041393898864	0.13278092738822722	0.007146242406766246
2016-08-14T01:36:06.410000	[5418.44471709,5419.22823092,5418.60404279]	[0.01241431,0.00602506,0.00254675]	[0.28859704,0.02068584,0.00717308]	[-0.69766311,-0.86372896,-1.30599492]	0.0013811385240966852	0.6795940921192759	0.015216009812755863
2016-08-14T01:36:06.410000	[4725.49238162,4726.17796623,4727.2       ]	[0.01689037,0.00584834,0.01262807]	[0.57310614,0.00167314,1.38392998]	[-1.16726452, 5.428614  ,-0.71772852]	0.001892629265090329	3.2589060557219343	0.12208646256829844
2016-08-14T01:36:06.410000	[4963.5978148 ,4963.83775476,4963.50157185]	[0.01064864,0.02068658,0.00933879]	[0.0325737 ,0.10612822,0.03393644]	[-0.2860934 , 0.30902577, 0.10698609]	0.01985344706902978	0.2499128678095478	0.010454503930041045
2016-08-14T01:36:06.410000	[4979.20834427,4979.38821689,4979.65305342]	[0.00239967,0.00455112,0.00483615]	[0.0799552 ,0.05594065,0.06624601]	[ 0.05870079,-0.27413182, 0.22049171]	0.0009102346803502168	0.18828010797626052	0.00272023891826204
2016-08-14T01:36:06.410000	[5061.36977237,5061.56684376,5061.51595145]	[0.00269855,0.00532837,0.00233072]	[0.01583797,0.21729274,0.01923112]	[ 0.55599102, 1.06781816,-0.42357642]	0.0015878350169313085	0.5116852900278845	0.00598476179681167
2015-09-20T01:47:39.845000	[5506.42930898,5506.07197318,5505.88944469]	[0.00218782,0.0038295 ,0.01050565]	[0.04989678,0.00363852,0.1500234 ]	[-0.3956527 , 1.40814578,-0.2862595 ]	0.0006674081719532295	0.353278119333233	0.00617852639693797
2015-09-20T01:47:39.845000	[5404.19846605,5404.57471971,5404.29760886]	[0.0018184 ,0.00071852,0.01700505]	[0.00423765,0.42972482,0.24336789]	[ 1.37612312,-2.83844998,-0.13239225]	0.0015799144305046235	1.0119246129675519	0.021255645989998084
2015-09-20T01:47:39.845000	[5521.47598632,5521.34104499,5521.45022186]	[2.84341141e-03,2.89929804e-03,9.83230042e-05]	[0.01137722,0.05113182,0.06826042]	[ 0.12287166,-0.2540118 ,-3.52445425]	0.0005420044499960337	0.16074101426983525	0.0009309264047467542
2015-09-20T01:47:39.845000	[5544.78135202,5544.60754242,5545.11005858]	[0.02525225,0.02559301,0.01956092]	[0.08891869,0.05989084,0.0940409 ]	[0.15603568,0.09917461,0.20698511]	0.003722998690667707	0.22144938635860442	0.020498263181123504
2015-09-20T01:47:39.845000	[5502.6400054 ,5503.04481644,5503.29254276]	[0.00573056,0.00835439,0.00122121]	[0.17191455,0.12029383,0.00187766]	[ 0.49940662,-0.02821472, 0.10062835]	0.0014880702143405485	0.4048278261238544	0.007286212630386011
2015-09-20T01:47:39.845000	[5512.46471196,5512.32090294,5512.67910828]	[0.01465719,0.01604488,0.0211124 ]	[0.04867205,0.09049578,0.06287245]	[-0.11439288,-0.45533982, 0.26455297]	0.0007722462714468528	0.21310127547171465	0.01272884999818441
2015-09-20T01:47:39.845000	[5257.20628398,5257.92165947,5257.17257588]	[7.14100820e-19,7.69096780e-03,4.87344558e-03]	[0.59700292,1.25298222,4.63512968]	[31.02571179, 0.42963821,-0.55085335]	0.0018871585282802443	10.914896289081808	0.13016981702820044
2015-09-20T01:47:39.845000	[5527.4]	[0.1]	[0.1]	[2.]	0.0005474692342966379	0.23548200450309495	0.0
2015-09-20T01:47:39.845000	[5541.56180239,5541.82400277,5542.9       ]	[0.01293525,0.00614672,0.02554057]	[0.09185777,0.04754109,4.93125968]	[-0.13975524, 0.37340744, 0.03908371]	0.005489161653899132	11.61222913746013	0.4470616608899458
2015-09-20T01:47:39.845000	[5175.68680399,5175.4324563 ,5175.96995458]	[5.39861737e-03,4.40405465e-15,1.61341953e-02]	[0.07360435,0.3299121 ,0.2098497 ]	[ -0.67486153,-24.16132276, -0.0905636 ]	0.0007765080912945304	0.7768836378304095	0.01889289406363729
2015-09-20T01:47:39.845000	[5490.76984759,5490.34349371,5490.33475359]	[1.63637530e-02,5.44102453e-03,2.15188908e-05]	[2.68688170e+00,3.58108245e-03,4.69970574e-05]	[ 0.19025669,-1.76479621, 0.16421691]	0.007286306457839608	6.327122876898967	0.15748843505458113
2015-09-20T01:47:39.845000	[5568.7]	[0.1]	[0.1]	[2.]	0.0008978991959780314	0.23548200450309495	0.0
2015-09-20T01:47:39.845000	[5442.75483323,5443.0609048 ,5442.20288015]	[0.01045189,0.00634744,0.0173645 ]	[1.26106987,0.04609354,6.34574487]	[ 0.42152635,-0.77150545,-1.31690145]	0.0032602114484679232	14.943087213550529	0.6670011902464086
2015-09-20T01:47:39.845000	[5251.8]	[0.1]	[0.1]	[2.]	0.001840604119976418	0.23548200450309495	0.0
2015-09-20T01:47:39.845000	[5073.63322323,5074.49045494,5073.50534109]	[6.20737639e-03,7.85385498e-03,5.47026832e-17]	[0.21160789,0.22703814,0.02084028]	[ 0.16302551, 0.82987427,27.40485692]	0.0015555769636969533	0.5346339663750986	0.012555238348331568
2015-09-20T01:47:39.845000	[5545.4       ,5546.02174734,5545.4       ]	[0.00378335,0.0039655 ,0.01365275]	[0.32122318,0.18060706,4.22503059]	[ 2.81105274,-1.97045943, 0.66672248]	0.004579918143599837	9.949186719286391	0.26327413834574837
2015-09-20T01:47:39.845000	[5348.7     ,5349.173891]	[6.61913107e-18,9.33342824e-03]	[0.63458656,1.2399392 ]	[29.22864521, 0.1540303 ]	0.0025297720529347477	2.9198336912327774	0.05225069263412449
2015-09-20T01:47:39.845000	[5493.20008979,5495.00659948,5493.9411314 ]	[0.00075087,0.0081534 ,0.04212428]	[2.20639673,0.92019032,0.1411948 ]	[ 3.68820361,-0.72489131, 0.23946686]	0.007469781621020897	5.1956672512311215	0.13617836259807017
2015-09-20T01:47:39.845000	[5303.20238283,5303.77569785,5303.62738408]	[0.00016553,0.00052932,0.01423423]	[1.37571929,0.22127521,2.8060082 ]	[-3.84215025,-2.9159862 , 0.55640559]	0.0023143411707347837	6.6076443487623715	0.17198558098862582
2015-09-20T01:47:39.845000	[5170.33304714,5170.12753835,5170.49104627]	[0.01441263,0.00169023,0.00226272]	[0.08030864,0.02331553,0.04136894]	[ 0.18573188, 0.20505865,-0.8400962 ]	0.0005295365977995241	0.18911239926105686	0.004733086368794807
2015-09-20T01:47:39.845000	[5262.26934712,5262.34220466]	[0.00264842,0.01777337]	[0.07386406,5.59817884]	[-0.14442224, 0.32334631]	0.003089947994400634	13.182703759694789	0.36169764430000423
2015-09-20T01:47:39.845000	[4682.69378103,4683.06078587,4682.73020984]	[0.00011002,0.00392168,0.00227617]	[0.11376673,0.03739192,0.02213391]	[-4.71068012,-0.52144668,-0.04608473]	0.0008053141665585259	0.2679001877026917	0.002545180786761995
2015-09-20T01:47:39.845000	[4984.5789386 ,4984.68609987,4984.43173826]	[0.006705  ,0.01682444,0.01045397]	[0.01407332,0.08455627,0.04494917]	[-0.01002173, 0.20393339,-0.39601617]	0.0011749025703088535	0.19911481106864273	0.007024249523242601
2015-09-20T01:47:39.845000	[5419.09425235,5418.48846539,5418.61211434]	[0.00298529,0.00417847,0.01149514]	[0.03949755,0.0478173 ,0.17895156]	[ 2.27135692,-0.41571037,-0.41353364]	0.002653797812668307	0.42139872952667823	0.009845048514243998
2015-09-20T01:47:39.845000	[5424.12927539,5423.37955376]	[0.00643164,0.0033214 ]	[0.00350799,0.68116082]	[-0.87301757,-0.73033307]	0.0028973102988137274	1.6040111520400433	0.008246134946649952
2015-09-20T01:47:39.845000	[4725.2       ,4725.41159621]	[0.00912041,0.01099405]	[2.62972016,0.54046181]	[-1.39638677,-1.51513769]	0.0025910394830820772	6.192517749493681	0.1842970356075976
2015-09-20T01:47:39.845000	[4963.84485574,4963.5439928 ,4964.79529773]	[0.0229761 ,0.01522313,0.0083224 ]	[0.13082546,0.0791568 ,2.86800319]	[0.28697115,0.0126918 ,0.13801581]	0.008868627412225067	6.753631404907695	0.0994004991333864
2015-09-20T01:47:39.845000	[4979.6]	[0.1]	[0.1]	[2.]	0.0017916945869344335	0.23548200450309495	0.0
2015-09-20T01:47:39.845000	[5061.51060869,5061.24820255,5061.37925293]	[0.00555876,0.00834894,0.00564668]	[0.04547129,0.05451305,0.02035382]	[ 0.45354964,-0.00155385, 0.31446962]	0.0009172746060344612	0.12836842069412996	0.0029489303447948908
2016-08-13T03:07:33.142000	[5507.2,5505.2,5505.2]	[2.54271647e-02,3.19911344e-02,2.45531988e-13]	[1.99712544,5.25781289,0.26546255]	[-0.28554793, 0.44038303,19.76820488]	0.0059122359214692066	12.381203176302806	0.77459148928163
2016-08-13T03:07:33.142000	[4988.]	[0.1]	[0.1]	[2.]	0.0032013602016446627	0.23548200450309495	0.0
2016-08-13T03:07:33.142000	[5404.34466439,5404.9392636 ]	[0.00653635,0.0509689 ]	[0.11937981,5.67704684]	[ 0.03033042,-0.12627143]	0.005971346309341224	13.368423690443326	1.0211536886540704
2016-08-13T03:07:33.142000	[5544.87742897,5545.12305611,5543.80064054]	[2.32468576e-02,2.54865367e-02,7.58436384e-07]	[0.17679995,2.26122397,3.37999344]	[ 0.365246  ,-0.21579178,-9.66057823]	0.005050090192712658	7.959276297243238	0.3255518377541068
2016-08-13T03:07:33.142000	[5502.3]	[0.0738979]	[6.30750144]	[0.10829656]	0.007568251508130768	14.853030835558277	1.5970812786886976
2016-08-13T03:07:33.142000	[5512.7]	[0.1]	[0.1]	[2.]	0.0029467260729177367	0.23548200450309495	0.0
2016-08-13T03:07:33.142000	[5257.4]	[0.1]	[0.1]	[2.]	0.005458734958575577	0.23548200450309495	1.0657873598644159e-16
2016-08-13T03:07:33.142000	[5541.44285027,5540.9       ,5541.76314148]	[0.00767837,0.02882295,0.00135011]	[1.63241223e-01,7.96149657e+00,3.34063359e-03]	[-1.14068243,-1.31008221,-5.25232259]	0.00687594758299979	18.747891708155723	1.1256774266344423
2016-08-13T03:07:33.142000	[5175.1       ,5175.75122555,5175.1       ]	[8.57172704e-03,8.55878881e-03,3.90304141e-05]	[2.99897216,0.07762642,0.49743733]	[ 0.7037274 , 0.07965949,-5.97866272]	0.007592346820260043	7.062039758001578	0.11988558169342323
2016-08-13T03:07:33.142000	[5562.9]	[0.1]	[0.1]	[2.]	0.00010998739978144519	0.23548200450309495	0.0
2016-08-13T03:07:33.142000	[5489.40000001,5489.84538391]	[0.01038907,0.00487445]	[8.51400366,0.2768505 ]	[-2.09981345,-0.49185418]	0.007607476642727171	20.048946471319205	0.8214695671325953
2016-08-13T03:07:33.142000	[5444.19850376,5442.20124125,5443.35419472]	[2.03792587e-07,1.17460757e-02,2.46620379e-02]	[5.60438861,5.34789335,1.78084396]	[-11.37979766, -2.41543615,  0.35286226]	0.0022927484494837122	13.197326633446803	1.4373542465938358
2016-08-13T03:07:33.142000	[5074.51732008,5073.6233487 ]	[0.0034792 ,0.01096328]	[0.00231703,0.59475998]	[-0.38344321,-0.42838096]	0.003077864428006618	1.4005527160879139	0.023087904055374253
2016-08-13T03:07:33.142000	[5545.40000003,5546.32886077,5546.97594894]	[3.87745918e-10,9.51921690e-03,5.55549777e-02]	[3.34404511,0.07486275,4.57473903]	[-16.11687124, -0.1864627 ,  0.02110976]	0.00513517395919873	10.772687174106343	1.008748289531182
2016-08-13T03:07:33.142000	[5349.7]	[0.1]	[0.1]	[2.]	0.010709063459195596	0.23548200450309495	0.0
2016-08-13T03:07:33.142000	[5495.2       ,5493.20000269,5493.2       ]	[3.84586076e-02,4.61797906e-10,6.26680903e-10]	[3.56248074,0.22278228,4.47752587]	[ -0.60536895,-16.26279134,-16.42516353]	0.003980387234385816	10.543767678002895	1.0396517104336138
2016-08-13T03:07:33.142000	[5304.63512892,5305.2       ,5304.40518917]	[1.39432445e-06,1.42661896e-02,2.31302505e-03]	[4.92455602e-05,3.04359458e+00,1.57081204e-01]	[3.59368325,0.288606  ,1.07907598]	0.0026019170542756495	7.167117535731216	0.15708287015816674
2016-08-13T03:07:33.142000	[5170.4]	[0.1]	[0.1]	[2.]	0.0019788896822920945	0.23548200450309495	0.0
2016-08-13T03:07:33.142000	[5262.2505945 ,5262.43918163,5263.19742889]	[0.00366888,0.00558908,0.02486415]	[6.60677985e-02,3.88536628e-03,5.77934963e+00]	[ 0.02281135,-0.09859728,-0.0430076 ]	0.0030049393852913677	13.60932835527597	0.4941404778829649
2016-08-13T03:07:33.142000	[4683.]	[0.1]	[0.1]	[2.]	0.003099462876792343	0.23548200450309495	0.0
2016-08-13T03:07:33.142000	[4984.64817708,4984.81473709,4984.49938913]	[0.01800367,0.00391887,0.00648706]	[0.07585917,0.04995277,0.05069996]	[ 0.01024554,-0.26744756, 0.38863813]	0.0008384671524863688	0.17863469189069361	0.006745455558816171
2016-08-13T03:07:33.142000	[5418.8]	[0.1]	[0.1]	[2.]	0.001628670383065999	0.23548200450309495	0.0
2016-08-13T03:07:33.142000	[4726.10089785,4725.2       ,4725.52042212]	[0.00675868,0.0058512 ,0.01582692]	[0.00400015,2.19884983,0.53624964]	[ 2.58562917,-1.75973418,-1.05693347]	0.0026155753618337823	5.177895665699317	0.15368605283741765
2016-08-13T03:07:33.142000	[4963.66974097,4964.54825788,4963.78328008]	[0.00432208,0.00289883,0.03080145]	[0.00084017,0.26210029,0.16421426]	[ 0.79572652,-0.25304217, 0.23583261]	0.00138749480784916	0.6171990209306276	0.020820579935523532
2016-08-13T03:07:33.142000	[4979.68482275,4979.50112977]	[0.00640654,0.00590085]	[0.00389644,0.16834809]	[-0.86243755, 0.05649193]	0.0006269301432154017	0.3964294643479859	0.003500286522318948
2016-08-13T03:07:33.142000	[5061.45388304,5061.24807594,5061.51062872]	[0.00253977,0.00826758,0.00361161]	[1.53240155e-05,1.44385400e-01,1.68213234e-02]	[-2.02793169,-0.31114745, 0.20949449]	0.0012138198925344304	0.34000163456364224	0.0046396056395046105
2016-08-14T01:36:06.410000	[5849.60045576,5849.74825655,5849.3395827 ]	[0.07798635,0.01777713,0.04952217]	[0.10075849,0.12879668,0.12891439]	[-0.30811907,-1.72440822, 0.21564888]	0.0027079851309076523	0.3035701878713862	0.06922074470841942
2016-08-14T01:36:06.410000	[5780.42243327,5780.58508638,5780.65738849]	[0.00426791,0.11922756,0.00419552]	[0.06604557,0.6331656 ,0.01978495]	[0.10294922,0.3840664 ,0.37520408]	0.003534164635190668	1.4909910452909294	0.28440443689001127
2016-08-14T01:36:06.410000	[5995.9]	[0.1]	[0.1]	[2.]	0.0003581403729267434	0.23548200450309495	0.0
2016-08-14T01:36:06.410000	[5705.1]	[0.1]	[0.1]	[2.]	0.0227274093374129	0.23548200450309495	0.0
2016-08-14T01:36:06.410000	[6118.43856512,6118.5770816 ,6118.29466902]	[0.0109376 ,0.00599044,0.00643312]	[0.00377224,0.07953292,0.08430446]	[ 1.79713898, 0.17737226,-0.03577592]	0.0007276411418792074	0.19852184028865003	0.00370087344197812
2016-08-14T01:36:06.410000	[6439.53734033,6439.38685295,6439.474837  ]	[0.01630122,0.02534254,0.00048413]	[0.04834288,0.05652727,0.17201735]	[-0.09209518, 0.01500729, 4.37673719]	0.0014274031632719446	0.40506990528828446	0.016458444239922994
2016-08-14T01:36:06.410000	[6270.15251078,6269.72400293,6269.37983997]	[0.01885004,0.02495075,0.04363635]	[0.14618858,0.13315848,0.16346066]	[ 0.10840459,-0.08442541,-0.09086414]	0.0016839171664682245	0.38492044370071976	0.04695773737801106
2016-08-14T01:36:06.410000	[5762.43759569,5762.6251631 ,5762.55801427]	[0.02255961,0.00252484,0.00350837]	[0.08168628,0.01984858,0.08250901]	[-0.38540041, 0.37027644,-2.26293387]	0.0006774816657210091	0.19429387442604765	0.010492714398068986
2016-08-14T01:36:06.410000	[5845.07364486,5844.72627388,5845.17209343]	[4.99199203e-05,1.02850249e-02,3.12805928e-03]	[0.02027315,0.12094079,0.17530649]	[ 4.60252582, 0.4217401 ,-1.00583685]	0.002391917177658281	0.41281524453503293	0.007393547849828791
2016-08-14T01:36:06.410000	[6613.64947093,6613.12242473]	[0.17180642,0.0716429 ]	[0.26356973,0.08955373]	[0.56032591,0.81239571]	0.007158369914913521	0.6206592909465529	0.20107427518745408
2016-08-14T01:36:06.410000	[6489.83920824]	[0.00334872]	[0.00012054]	[2.7097408]	0.29000357168249413	0.0002838524461383811	0.0
2016-08-14T01:36:06.410000	[6145.4758812 ,6145.26909398]	[0.00333404,0.03215476]	[0.04237382,0.00472778]	[-0.05160719, 0.20604816]	0.0011422133935752186	0.09978271563642852	0.0005077859493086851
2016-08-14T01:36:06.410000	[5923.06428163,5923.45282474,5923.65798529]	[0.01898915,0.02509451,0.04066082]	[0.66697088,0.03930695,0.02630727]	[-0.17487151,-1.11248738,-0.53376696]	0.013559340581058104	1.5705963940243965	0.052101106608073273
2016-08-14T01:36:06.410000	[6220.8]	[0.1]	[0.1]	[2.]	0.0013809467263521595	0.23548200450309495	0.0
2016-08-14T01:36:06.410000	[6622.70559145,6622.58524886]	[0.00204445,0.00959615]	[0.01521096,0.05264034]	[-0.22533538,-0.13616271]	0.0005939181799609731	0.12395852793406874	0.0018796757843138438
2016-08-14T01:36:06.410000	[5720.23046981,5719.46207921,5719.43235692]	[0.04707262,0.01124058,0.00685459]	[0.0769726 ,0.02272914,0.05739808]	[-0.65754695, 1.19459203, 0.67655471]	0.0008891779908358816	0.18125662459081107	0.0028889685185772194
2016-08-14T01:36:06.410000	[5924.8       ,5925.77378851]	[0.00103227,0.00650334]	[0.64610227,0.14982327]	[ 3.92668263,-0.20244366]	0.017542678227636607	1.521454572733055	0.045523554274056015
2016-08-14T01:36:06.410000	[5752.5      ,5752.5000077]	[3.27065323e-18,1.73031452e-04]	[3.17646508,1.99856042]	[31.08567478, 5.07186996]	0.01545695783427313	7.480003638828119	0.3833257650791253
2016-08-14T01:36:06.410000	[6425.68165078,6425.44958556,6425.21095164]	[0.01973917,0.02397866,0.00646199]	[0.07098072,0.07961212,0.09452527]	[0.43358463,0.12474142,0.08759244]	0.0007366845364224839	0.22258998899285734	0.014170297372926001
2016-08-14T01:36:06.410000	[5828.6610989 ,5828.35625173,5828.51358306]	[7.08055802e-05,2.78553938e-03,1.41532224e-02]	[0.03110219,0.1383486 ,0.10598478]	[-4.12844821, 2.07499993, 0.1375276 ]	0.0010275231535271838	0.32578606734543547	0.009502767715623892
2016-08-14T01:36:06.410000	[5760.21479844,5760.40027205,5760.46331135]	[0.00064255,0.00798221,0.00208494]	[0.07087479,0.13435281,0.00096796]	[ 2.94545446, 0.19952071,-0.41835963]	0.0008665456280223088	0.3163766937177302	0.004808303348381093
2016-08-14T01:36:06.410000	[6542.85936882,6542.90223933,6544.        ]	[0.00712472,0.00014023,0.016224  ]	[4.62298561e-02,2.55479359e-04,1.54719604e+00]	[ 0.08493802,-0.00088846, 0.56117394]	0.012164725936851301	3.6433682588825684	0.09513612589231732
2016-08-14T01:36:06.410000	[6059.14775392,6059.46908585,6058.99100466]	[7.18835176e-03,2.54693911e-05,1.02005841e-02]	[0.05870799,0.05660666,0.06313998]	[-0.45121464, 4.93124447, 0.04348614]	0.0007717050161722504	0.14868329654364593	0.004137981317748465
2016-08-14T01:36:06.410000	[5946.73850287,5946.94360815,5947.12462492]	[0.03056511,0.05825276,0.03322196]	[0.03971457,0.03255486,0.11468608]	[ 0.90266163, 0.95013591,-0.12119489]	0.003766195332714948	0.27006508815307223	0.027025672650898194
2016-08-14T01:36:06.410000	[6203.35921704,6203.03581675,6202.48042602]	[0.01469694,0.02169949,0.04084761]	[0.05303662,0.14012157,0.32261731]	[ 0.08456989,-0.34399085,-0.4536522 ]	0.0016587405327578842	0.759705714088058	0.06409688866207808
2016-08-14T01:36:06.410000	[6468.8]	[0.1]	[0.1]	[2.]	0.008711816357898446	0.23548200450309495	0.0
2016-08-14T01:36:06.410000	[6065.00824646,6065.24341637,6064.90141017]	[0.01051266,0.00846407,0.00901104]	[0.06567108,0.08083085,0.31345072]	[0.11853066,0.6351059 ,0.06866008]	0.0017591893606748448	0.7381200354803931	0.014938345569281152
2016-08-14T01:36:06.410000	[6449.37898732,6449.17922719,6448.8017813 ]	[0.00981301,0.02426475,0.01982351]	[0.06849347,0.08007355,0.08220625]	[-0.54660748, 0.14561028,-0.53345478]	0.0008842696698073918	0.19358091512245368	0.015798261771121862
2016-08-14T01:36:06.410000	[5817.6]	[0.1]	[0.1]	[2.]	0.0010805682597742605	0.23548200450309495	0.0
2016-08-14T01:36:06.410000	[6536.55395434,6535.99646055,6536.35457164]	[0.02369357,0.0301157 ,0.17635559]	[0.03916702,0.03131785,0.00646631]	[ 0.07052351,11.46829053,-2.66844477]	0.0017120771228077243	0.09223128465334722	0.003247847576392908
2016-08-14T01:36:06.410000	[6418.49610789,6418.75126315,6418.39131501]	[0.00728455,0.00080729,0.00426818]	[0.18812994,0.00185351,0.90904448]	[ 0.31978495,-0.52476446,-0.87427238]	0.0015497186884612425	2.140636168770625	0.02198301866289315
2016-08-14T01:36:06.410000	[6358.18404145,6359.35670761,6358.42487865]	[0.00506523,0.03165957,0.00205328]	[0.09543784,0.00138987,0.02722876]	[-0.14292812,-0.59154614,-0.73401275]	0.0007186779759536246	0.2247389309485942	0.001926466213728921
2016-08-14T01:36:06.410000	[6102.12995049,6101.87059498,6102.37160185]	[0.00845622,0.00222525,0.00562448]	[0.11519262,0.00147324,0.00375078]	[-0.0631457 , 0.99706417,-0.99274478]	0.0005911762740767662	0.2712578958200593	0.0035084565339698333
2016-08-14T01:36:06.410000	[5973.41990531,5973.83020047,5973.51408687]	[0.00701649,0.00468026,0.00330046]	[0.03820873,0.11409089,0.03277303]	[-0.04745708, 1.5856192 ,-0.5385886 ]	0.013266763399458514	0.26866352638972113	0.005131400848969427
2016-08-14T01:36:06.410000	[6284.35242018,6283.67757125,6284.89999652]	[0.06675648,0.11076516,0.07074437]	[0.02789074,0.03431938,4.62025568]	[-0.89087432, 1.12939904, 0.72314322]	0.05403338879869442	10.879870685583157	1.3687080823343818
2016-08-14T01:36:06.410000	[6375.59435903,6375.8647356 ,6376.06925047]	[0.02632904,0.03849329,0.0029876 ]	[0.09108148,0.11623155,0.08053868]	[-0.86993436,-0.03828881,-1.96010851]	0.0019206410239015926	0.273704379329001	0.028542109047127368
2016-08-14T01:36:06.410000	[5765.86616065,5766.29174948,5765.72938414]	[5.14426475e-03,2.07700999e-05,1.18448538e-02]	[0.04872457,0.01769486,0.21383904]	[ 1.04278349,-6.75282358,-1.13618396]	0.001357479528239031	0.5035524595999845	0.014801813855616002
2016-08-14T01:36:06.410000	[6165.25098196,6165.25615689,6165.79506197]	[7.47953190e-10,1.37894138e-02,4.60761162e-03]	[1.85139971e-05,7.23790031e+00,5.73262076e-02]	[11.76470738,-0.39364055, 0.11267572]	0.004113295141804367	17.04395273898639	0.3632062278240994
2016-08-14T01:36:06.410000	[6456.23482716,6455.6151379 ,6455.43822668]	[8.02580865e-05,2.90350301e-03,4.21338053e-03]	[0.08150463,0.05948133,0.00176013]	[ 4.18080415,-0.00930729,-0.04067677]	0.012924765908665899	0.19192874282626612	0.0012511988291003143
2016-08-14T01:36:06.410000	[6034.60008083,6035.77720331]	[0.00080691,0.00783279]	[1.53064576,4.53873396]	[-2.60549583,-0.24854879]	0.00857430186200211	10.687901712243097	0.14952128365549025
2016-08-14T01:36:06.410000	[5814.28739675,5813.99159461,5813.90332657]	[0.00367442,0.00360057,0.00425361]	[0.10972208,0.03776468,0.03053227]	[ 0.89611881,-0.18369493,-0.0372876 ]	0.001488605244818422	0.2583757639032194	0.0027741465235237178
2016-08-14T01:36:06.410000	[6215.73527404,6215.70888889,6215.626191  ]	[0.00869746,0.00764335,0.00064454]	[0.06463204,0.48135985,0.06449666]	[ 0.22049387,-0.1439431 , 2.790262  ]	0.0014958971745408624	1.1335158188750694	0.015282120366788568
2016-08-14T01:36:06.410000	[6161.47670836,6161.64471553,6161.87971331]	[0.00630175,0.00783745,0.00729625]	[0.09468903,0.04574649,0.09596598]	[-1.19526837,-0.39912112, 1.21009147]	0.0007431881024382015	0.22598260660158376	0.008370663834854927
2016-08-14T01:36:06.410000	[6116.78792624,6117.00016386,6116.45240807]	[0.01191047,0.0072766 ,0.00923828]	[0.06648919,0.04711518,0.13073934]	[ 0.0985826 , 0.08488449,-0.30027115]	0.0011455967120738114	0.3078676288728207	0.008445218259039019
